0.02000,1.00000
0.15303,-1.00000
0.19423,-1.00000
0.25850,-1.00000
0.75673,1.00000
0.76430,2.00000
0.76937,3.00000
0.77727,4.00000
0.78977,5.00000
0.80937,6.00000
1.00497,-1.00000
1.19040,-1.00000
1.38243,-1.00000
1.49147,-1.00000
1.59247,1.00000
1.60883,2.00000
1.70417,-1.00000
1.92853,-1.00000
1.96553,-1.00000
1.99883,-1.00000
2.04860,-1.00000
2.11780,-1.00000
2.23753,-1.00000
2.37403,1.00000
2.38837,2.00000
2.52047,-1.00000
2.60460,-1.00000
2.69707,-1.00000
2.78683,-1.00000
2.80857,-1.00000
2.88477,-1.00000
3.06263,-1.00000
3.25293,-1.00000
3.40617,1.00000
3.41753,2.00000
3.42440,3.00000
3.43290,4.00000
4.99753,-1.00000
5.63907,-1.00000
5.83830,-1.00000
6.00340,-1.00000
6.02720,-1.00000
6.61030,-1.00000
6.78673,-1.00000
7.44223,1.00000
7.45657,2.00000
7.46160,3.00000
7.46673,4.00000
7.47573,5.00000
7.64927,-1.00000
7.85587,-1.00000
7.95397,1.00000
7.97363,2.00000
7.98653,3.00000
8.10710,-1.00000
8.13393,-1.00000
8.29490,1.00000
8.31127,2.00000
8.45063,-1.00000
8.57107,-1.00000
8.62823,-1.00000
8.70450,-1.00000
8.83243,-1.00000
8.96493,-1.00000
9.82543,-1.00000
10.43957,-1.00000
10.55057,-1.00000
10.70803,-1.00000
10.75817,1.00000
10.77463,2.00000
10.77890,3.00000
11.01273,-1.00000
11.05783,-1.00000
11.17047,1.00000
11.18020,2.00000
11.18507,3.00000
11.19273,4.00000
11.38587,-1.00000
11.46247,-1.00000
12.07273,-1.00000
12.19620,-1.00000
12.30240,-1.00000
12.37133,-1.00000
12.62327,1.00000
12.63413,2.00000
12.63867,3.00000
12.64443,4.00000
12.65497,5.00000
12.89080,-1.00000
13.03657,-1.00000
13.13340,1.00000
13.14157,2.00000
13.14940,3.00000
13.15533,4.00000
13.28647,-1.00000
13.58413,-1.00000
13.61603,1.00000
13.62110,2.00000
13.62747,3.00000
13.63753,4.00000
13.65657,5.00000
13.99197,-1.00000
14.08053,-1.00000
14.11287,-1.00000
14.57673,-1.00000
14.77450,-1.00000
14.90867,-1.00000
15.03587,-1.00000
15.19627,-1.00000
15.21707,-1.00000
15.33890,-1.00000
15.89477,-1.00000
16.43387,-1.00000
16.47197,-1.00000
16.51513,-1.00000
17.19997,-1.00000
17.53843,-1.00000
17.62227,-1.00000
17.72583,-1.00000
17.81203,-1.00000
18.05670,-1.00000
18.36773,-1.00000
18.40300,-1.00000
18.55147,-1.00000
18.89477,-1.00000
19.02283,-1.00000
19.08123,-1.00000
19.23017,-1.00000
19.57980,-1.00000
20.00510,-1.00000
20.16413,-1.00000
20.34007,-1.00000
20.50527,-1.00000
20.57613,-1.00000
20.83130,1.00000
20.83647,2.00000
20.96797,-1.00000
21.11287,1.00000
21.11870,2.00000
21.12333,3.00000
21.13087,4.00000
21.13983,5.00000
21.43607,1.00000
21.45417,2.00000
21.45860,3.00000
21.46540,4.00000
21.47673,5.00000
22.56953,-1.00000
22.74810,1.00000
22.75553,2.00000
22.75983,3.00000
22.76577,4.00000
22.79410,1.00000
22.80750,2.00000
22.82450,3.00000
23.42910,-1.00000
23.57850,-1.00000
23.62067,-1.00000
23.69140,-1.00000
23.73457,-1.00000
23.81740,-1.00000
23.94230,-1.00000
23.97723,-1.00000
24.02847,-1.00000
24.17573,-1.00000
24.20353,1.00000
24.21473,2.00000
24.24797,-1.00000
24.45427,-1.00000
24.99650,1.00000
25.00420,2.00000
25.00850,3.00000
25.01903,4.00000
25.60110,-1.00000
25.72380,-1.00000
25.86123,-1.00000
25.89437,-1.00000
26.13943,1.00000
26.14580,2.00000
26.15560,3.00000
26.16190,4.00000
26.17270,5.00000
26.36960,1.00000
26.37633,2.00000
26.55540,-1.00000
27.51633,1.00000
27.52613,2.00000
27.53027,3.00000
27.53580,4.00000
27.54623,5.00000
27.92023,-1.00000
28.10020,-1.00000
28.73700,-1.00000
28.82390,-1.00000
28.88413,-1.00000
29.07437,-1.00000
29.20437,-1.00000
29.26990,-1.00000
29.32663,-1.00000
29.36893,-1.00000
29.56003,-1.00000
30.25333,-1.00000
30.57380,-1.00000
30.70693,-1.00000
30.82073,-1.00000
31.08577,1.00000
31.10520,2.00000
31.11150,3.00000
31.12033,4.00000
31.25800,-1.00000
31.42190,-1.00000
31.50700,-1.00000
31.56377,-1.00000
31.59130,-1.00000
32.12043,-1.00000
32.28580,1.00000
32.29267,2.00000
32.29677,3.00000
32.31433,4.00000
32.32080,5.00000
32.34150,1.00000
32.34750,2.00000
32.36053,3.00000
32.52903,-1.00000
32.75717,-1.00000
32.83183,-1.00000
32.85753,-1.00000
33.21187,-1.00000
33.37233,-1.00000
33.44353,-1.00000
33.51997,-1.00000
33.63353,-1.00000
33.82357,-1.00000
34.08860,-1.00000
34.59310,1.00000
34.61060,2.00000
34.61547,3.00000
34.62010,4.00000
34.62993,5.00000
34.89713,-1.00000
34.95283,-1.00000
35.13757,-1.00000
35.25317,-1.00000
35.31450,-1.00000
35.38013,-1.00000
35.47770,-1.00000
35.58083,-1.00000
35.62867,-1.00000
35.68023,-1.00000
35.75313,-1.00000
35.81057,-1.00000
35.85783,-1.00000
35.93503,-1.00000
35.98283,-1.00000
36.06517,-1.00000
36.12527,-1.00000
36.18440,-1.00000
36.27270,-1.00000
36.35460,-1.00000
36.37803,-1.00000
36.42837,-1.00000
36.58497,1.00000
36.59103,2.00000
36.76207,1.00000
36.76713,2.00000
36.77250,3.00000
36.77920,4.00000
36.79010,5.00000
36.93827,-1.00000
37.05860,-1.00000
37.12373,-1.00000
37.21793,-1.00000
37.24837,-1.00000
37.30810,-1.00000
37.42057,1.00000
37.42927,2.00000
37.46273,-1.00000
37.53833,1.00000
37.55110,2.00000
37.57037,3.00000
37.79027,-1.00000
37.81820,-1.00000
37.92490,-1.00000
38.03493,-1.00000
38.10247,1.00000
38.10873,2.00000
38.11550,3.00000
38.26060,-1.00000
38.30363,-1.00000
38.39373,-1.00000
38.45640,-1.00000
38.47867,-1.00000
38.54690,-1.00000
